-- Logs begin at Mon 2023-07-17 15:02:00 UTC, end at Tue 2023-07-18 02:31:06 UTC. --
Jul 18 02:18:13 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jul 18 02:18:14 ubuntu dstat.sh[96548]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 18 02:18:14 ubuntu dstat.sh[96548]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 18 02:21:32 ubuntu dstat.sh[96548]: 18-07 02:21:32| 23   3  73   0   0|1274M  529M  229M 5675M|9745  1781 |   0    40k|   0  4.00 |1124  1207 |1.87 1.63 0.98|2.0   0 4.0|   0     0 |   0     0 |  9   34    0    5    0
Jul 18 02:21:33 ubuntu dstat.sh[96548]: 18-07 02:21:33| 23   3  74   0   0|1257M  547M  229M 5675M|  18k 1717 |   0    16k|   0  1.00 |1064  1127 |1.87 1.63 0.98|2.0   0 2.0|   0     0 |   0     0 |  9   34    0    5    0
Jul 18 02:21:34 ubuntu dstat.sh[96548]: 18-07 02:21:34| 23   3  74   0   0|1312M  491M  229M 5675M|  14k 2256 |   0     0 |   0     0 |1111  1175 |1.80 1.62 0.98|2.0   0 1.0|   0     0 |   0     0 |  9   34    0    5    0
Jul 18 02:21:35 ubuntu dstat.sh[96548]: 18-07 02:21:35| 16  12  72   0   1|1226M  578M  229M 5675M|  12k 1676 |   0    72k|   0  6.01 |2011  2917 |1.80 1.62 0.98|1.0   0 226|   0     0 |   0     0 |  9   34    0    5    0
Jul 18 02:21:36 ubuntu dstat.sh[96548]: 18-07 02:21:36| 20  13  66   0   0|1284M  520M  229M 5675M|  12k 2366 |   0    36k|   0  3.00 |2013  4527 |1.80 1.62 0.98|1.0   0 195|   0     0 |   0     0 |  9   34    0    5    0
Jul 18 02:21:37 ubuntu dstat.sh[96548]: 18-07 02:21:37| 23   4  72   0   0|1310M  493M  229M 5675M|  13k 2829 |   0   104k|   0  2.00 |1320  1649 |1.80 1.62 0.98|1.0   0 2.0|   0     0 |   0     0 |  9   34    0    5    0
Jul 18 02:21:38 ubuntu dstat.sh[96548]: 18-07 02:21:38| 23   3  74   0   0|1277M  527M  229M 5675M|  10k 1727 |   0    24k|   0  3.00 |1048  1182 |1.80 1.62 0.98|1.0   0  10|   0     0 |   0     0 |  9   34    0    5    0
Jul 18 02:21:39 ubuntu dstat.sh[96548]: 18-07 02:21:39| 22   4  74   0   0|1225M  578M  229M 5675M|9644  1676 |   0     0 |   0     0 |1136  1433 |1.74 1.61 0.98|1.0   0  37|   0     0 |   0     0 |  9   34    0    5    0
Jul 18 02:21:40 ubuntu dstat.sh[96548]: 18-07 02:21:40|  9  21  68   0   0|1225M  578M  229M 5675M|8869  2254 |   0    80k|   0  5.00 |2858  4616 |1.74 1.61 0.98|2.0   0 449|   0     0 |   0     0 |  9   34    0    5    0
Jul 18 02:21:41 ubuntu dstat.sh[96548]: 18-07 02:21:41| 10  21  68   0   0|1225M  578M  229M 5675M|  11k 1783 |   0   772k|   0  37.0 |3033  4881 |1.74 1.61 0.98|1.0   0 425|   0     0 |   0     0 |  9   34    0    4    0
Jul 18 02:21:42 ubuntu dstat.sh[96548]: 18-07 02:21:42| 11  19  69   0   0|1225M  578M  229M 5675M|9104  1759 |   0   368k|   0  8.00 |2762  4352 |1.74 1.61 0.98|1.0   0 404|   0     0 |   0     0 |  9   34    0    4    0
Jul 18 02:21:43 ubuntu dstat.sh[96548]: 18-07 02:21:43| 11  18  69   0   0|1225M  578M  229M 5675M|  11k 2213 |   0   979k|   0  14.0 |2743  4024 |1.74 1.61 0.98|1.0   0 394|   0     0 |   0     0 |  9   34    0    1    0
Jul 18 02:21:44 ubuntu dstat.sh[96548]: 18-07 02:21:44| 12  18  69   0   0|1225M  578M  229M 5675M|8747  1783 |   0   985k|   0  11.0 |2701  4131 |1.76 1.61 0.99|2.0   0 395|   0     0 |   0     0 |  9   34    0    1    0
Jul 18 02:21:45 ubuntu dstat.sh[96548]: 18-07 02:21:45| 10  19  69   0   0|1225M  578M  229M 5676M|  24k 1607 |   0   919k|   0  9.99 |2813  4218 |1.76 1.61 0.99|1.0   0 403|   0     0 |   0     0 |  9   34    0    1    0
Jul 18 02:21:46 ubuntu dstat.sh[96548]: 18-07 02:21:46|  9  19  70   0   0|1225M  578M  229M 5676M|  18k 2214 |   0   192k|   0  8.00 |2731  4338 |1.76 1.61 0.99|1.0   0 401|   0     0 |   0     0 |  9   34    0    1    0
Jul 18 02:21:47 ubuntu dstat.sh[96548]: 18-07 02:21:47| 10  19  71   0   0|1226M  577M  229M 5676M|8211  1783 |   0   264k|   0  7.00 |2656  4141 |1.76 1.61 0.99|1.0   0 384|   0     0 |   0     0 |  9   34    0    1    0
Jul 18 02:21:48 ubuntu dstat.sh[96548]: 18-07 02:21:48| 24  24  50   0   0|1274M  528M  229M 5676M|  21k   13k|   0   977k|   0  80.1 |3303  5531 |1.76 1.61 0.99|3.0   0 526|   0     0 |   0     0 |  9   34    0    3    0
Jul 18 02:21:49 ubuntu dstat.sh[96548]: 18-07 02:21:49| 68  24   6   0   0|1372M  430M  229M 5676M|  33k   26k|   0   640k|   0  46.0 |2789  5506 |2.02 1.67 1.01|4.0   0 554|   0     0 |   0     0 |  9   34    0    7    0
Jul 18 02:21:50 ubuntu dstat.sh[96548]: 18-07 02:21:50| 71  15  10   4   0|1510M  271M  230M 5694M|  25k   17k|3589k   19M|33.0   500 |4547  7251 |2.02 1.67 1.01|5.0 1.0 161|   0     0 |   0     0 |  9   38    0    7    0
Jul 18 02:21:51 ubuntu dstat.sh[96548]: 18-07 02:21:51| 38  10  32  20   0|1542M  235M  230M 5697M|  35k   25k|   0    14M|   0   897 |6478    11k|2.02 1.67 1.01|1.0 1.0  39|   0     0 |   0     0 |  9   40    0    9    0
Jul 18 02:21:52 ubuntu dstat.sh[96548]: 18-07 02:21:52| 31   6  40  21   0|1522M  253M  230M 5699M|  20k   12k|   0    12M|   0   853 |6695    12k|2.02 1.67 1.01|1.0 3.0  48|   0     0 |   0     0 |  9   40    0    9    0
Jul 18 02:21:53 ubuntu dstat.sh[96548]: 18-07 02:21:53| 33   6  35  24   0|1544M  228M  231M 5701M|  40k   31k|   0    18M|   0  1282 |6992    13k|2.02 1.67 1.01|4.0   0  28|   0     0 |   0     0 |  9   40    0    9    0
Jul 18 02:21:54 ubuntu dstat.sh[96548]: 18-07 02:21:54| 29   7  46  17   0|1514M  256M  231M 5703M|  18k 8731 |   0    24M|   0  1651 |6281    14k|2.18 1.71 1.03|1.0 1.0  28|   0     0 |   0     0 |  9   40    0    9    0
Jul 18 02:21:55 ubuntu dstat.sh[96548]: 18-07 02:21:55| 47  12  22  20   0|1488M  280M  231M 5705M|  23k   11k|   0    16M|   0  1198 |5770    12k|2.18 1.71 1.03|3.0 1.0  86|   0     0 |   0     0 |  9   38    0    9    0
Jul 18 02:21:56 ubuntu dstat.sh[96548]: 18-07 02:21:56| 53  10  17  18   0|1532M  232M  231M 5709M| 191k  183k|   0    33M|   0  2385 |9342    20k|2.18 1.71 1.03|2.0 2.0  47|   0     0 |   0     0 |  9   39    0    9    0
Jul 18 02:21:57 ubuntu dstat.sh[96548]: 18-07 02:21:57| 36  12  33  20   0|1476M  284M  231M 5712M| 145k  139k|   0    30M|   0  2274 |9784    20k|2.18 1.71 1.03|2.0 1.0 147|   0     0 |   0     0 |  9   38    0   10    0
Jul 18 02:21:58 ubuntu dstat.sh[96548]: 18-07 02:21:58| 33   7  34  25   0|1502M  253M  232M 5716M|  95k   79k|   0    33M|   0  2411 |9430    19k|2.18 1.71 1.03|5.0 1.0  15|   0     0 |   0     0 |  9   39    0   10    0
Jul 18 02:21:59 ubuntu dstat.sh[96548]: 18-07 02:21:59| 40   8  34  19   0|1503M  249M  232M 5719M| 607k  601k|   0    28M|   0  2321 |  13k   26k|2.32 1.75 1.04|1.0 1.0  13|   0     0 |   0     0 |  9   43    0   12    0
Jul 18 02:22:00 ubuntu dstat.sh[96548]: 18-07 02:22:00| 39   8  31  22   0|1464M  285M  232M 5722M| 364k  355k|   0    28M|   0  2246 |  11k   22k|2.32 1.75 1.04|3.0   0  54|   0     0 |   0     0 |  9   44    0   14    0
Jul 18 02:22:01 ubuntu dstat.sh[96548]: 18-07 02:22:01| 41  18  25  15   0|1425M  320M  232M 5726M|  24k   16k| 256k   27M|2.00  2014 |9324    20k|2.32 1.75 1.04| 19   0 288|   0     0 |   0     0 |  9   40    0   14    0
Jul 18 02:22:02 ubuntu dstat.sh[96548]: 18-07 02:22:02| 43  18  26  12   0|1442M  301M  232M 5728M| 352k  344k| 256k   18M|2.00  1335 |9811    21k|2.32 1.75 1.04|3.0   0  96|   0     0 |   0     0 |  9   41    0   14    0
Jul 18 02:22:03 ubuntu dstat.sh[96548]: 18-07 02:22:03| 38  13  34  13   1|1442M  298M  233M 5729M| 527k  520k|1405k   11M|20.0   815 |9006    17k|2.32 1.75 1.04|4.0   0 125|   0     0 |   0     0 |  9   41    0   14    0
Jul 18 02:22:04 ubuntu dstat.sh[96548]: 18-07 02:22:04| 27   8  43  21   0|1390M  348M  233M 5731M| 242k  236k|   0    22M|   0  1530 |9896    18k|2.46 1.78 1.06|2.0   0  74|   0     0 |   0     0 |  9   40    0   14    0
Jul 18 02:22:05 ubuntu dstat.sh[96548]: 18-07 02:22:05| 28   6  43  21   0|1440M  296M  233M 5733M|  33k   26k|   0    11M|   0  1031 |6384    12k|2.46 1.78 1.06|3.0   0 1.0|   0     0 |   0     0 |  9   41    0   14    0
Jul 18 02:22:06 ubuntu dstat.sh[96548]: 18-07 02:22:06| 28   8  42  22   0|1426M  308M  233M 5735M| 401k  392k|   0    20M|   0  1523 |  10k   19k|2.46 1.78 1.06|2.0 1.0  15|   0     0 |   0     0 |  9   41    0   14    0
Jul 18 02:22:07 ubuntu dstat.sh[96548]: 18-07 02:22:07| 32   6  44  16   0|1424M  308M  233M 5737M| 559k  546k|   0    13M|   0  1069 |  10k   19k|2.46 1.78 1.06|2.0 1.0 3.0|   0     0 |   0     0 |  9   40    0   17    0
Jul 18 02:22:08 ubuntu dstat.sh[96548]: 18-07 02:22:08| 33   7  41  17   0|1410M  321M  233M 5738M|  15k 6441 |   0    19M|   0  1365 |7281    13k|2.46 1.78 1.06|2.0   0  32|   0     0 |   0     0 |  9   40    0   17    0
Jul 18 02:22:09 ubuntu dstat.sh[96548]: 18-07 02:22:09| 30   5  45  19   0|1428M  301M  234M 5739M| 421k  412k|   0    15M|   0  1160 |8865    17k|2.58 1.82 1.08|1.0 1.0 9.0|   0     0 |   0     0 |  9   41    0   17    0
Jul 18 02:22:10 ubuntu dstat.sh[96548]: 18-07 02:22:10| 33   6  41  20   0|1428M  300M  234M 5741M| 620k  611k|   0    21M|   0  1554 |  12k   21k|2.58 1.82 1.08|2.0   0 9.0|   0     0 |   0     0 |  9   41    0   18    0
Jul 18 02:22:11 ubuntu dstat.sh[96548]: 18-07 02:22:11| 32   9  43  16   0|1399M  329M  234M 5740M| 125k  110k|   0    12M|   0  1137 |6925    14k|2.58 1.82 1.08|2.0 1.0  57|   0     0 |   0     0 |  9   40    0   18    0
Jul 18 02:22:12 ubuntu dstat.sh[96548]: 18-07 02:22:12| 33   8  42  17   0|1430M  299M  234M 5740M|  90k   63k|   0    24M|   0  1846 |8040    16k|2.58 1.82 1.08|2.0 1.0 8.0|   0     0 |   0     0 |  9   40    0   18    0
Jul 18 02:22:13 ubuntu dstat.sh[96548]: 18-07 02:22:13| 37   6  40  16   0|1389M  339M  234M 5740M| 252k  237k|   0    14M|   0  1078 |7980    14k|2.58 1.82 1.08|2.0 1.0  45|   0     0 |   0     0 |  9   40    0   18    0
Jul 18 02:22:14 ubuntu dstat.sh[96548]: 18-07 02:22:14| 30   6  43  18   0|1428M  299M  234M 5741M|  63k   50k|   0    14M|   0  1194 |7007    13k|2.70 1.86 1.09|1.0 1.0  18|   0     0 |   0     0 |  9   41    0   18    0
Jul 18 02:22:15 ubuntu dstat.sh[96548]: 18-07 02:22:15| 30   7  41  21   0|1398M  328M  234M 5742M|  99k   91k|   0    17M|   0  1375 |7504    14k|2.70 1.86 1.09|2.0   0  74|   0     0 |   0     0 |  9   40    0   20    0
Jul 18 02:22:16 ubuntu dstat.sh[96548]: 18-07 02:22:16| 32   6  40  21   0|1431M  296M  234M 5741M|  79k   68k|   0    27M|   0  1939 |9674    17k|2.70 1.86 1.09|2.0 3.0 6.0|   0     0 |   0     0 |  9   40    0   21    0
Jul 18 02:22:17 ubuntu dstat.sh[96548]: 18-07 02:22:17| 32   6  46  13   0|1383M  343M  234M 5742M| 332k  324k|   0    12M|   0  1048 |8693    16k|2.70 1.86 1.09|1.0 1.0  44|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:18 ubuntu dstat.sh[96548]: 18-07 02:22:18| 34   6  55   5   0|1425M  300M  234M 5743M|  33k   26k|   0    14M|   0  1312 |7412    14k|2.70 1.86 1.09|6.0   0  13|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:19 ubuntu dstat.sh[96548]: 18-07 02:22:19| 36   4  46  12   0|1430M  294M  235M 5743M| 299k  292k|   0    21M|   0  1487 |9871    16k|2.88 1.91 1.11|4.0 1.0 9.0|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:20 ubuntu dstat.sh[96548]: 18-07 02:22:20| 14   6  62  17   0|1368M  354M  235M 5744M|  12k 5626 |   0  7347k|   0   723 |6020    10k|2.88 1.91 1.11|1.0 1.0  81|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:21 ubuntu dstat.sh[96548]: 18-07 02:22:21| 14   4  59  22   0|1368M  354M  235M 5745M|  16k 5253 |   0    16M|   0  1238 |8163    14k|2.88 1.91 1.11|  0 1.0  12|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:22 ubuntu dstat.sh[96548]: 18-07 02:22:22| 10   5  64  20   0|1368M  353M  235M 5746M|  21k   13k|   0    10M|   0   940 |6798    12k|2.88 1.91 1.11|1.0 1.0  14|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:23 ubuntu dstat.sh[96548]: 18-07 02:22:23| 10   5  62  22   0|1368M  353M  235M 5746M|  20k   10k|   0    18M|   0  1405 |8333    14k|2.88 1.91 1.11|  0 1.0  12|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:24 ubuntu dstat.sh[96548]: 18-07 02:22:24|  9   4  59  25   0|1367M  353M  235M 5747M|  19k 9231 |   0    27M|   0  1711 |8236    13k|2.89 1.93 1.12|  0 1.0 6.0|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:25 ubuntu dstat.sh[96548]: 18-07 02:22:25|  7   3  67  20   0|1367M  351M  235M 5748M|  18k 9474 |   0  7660k|   0   786 |5855    10k|2.89 1.93 1.12|2.0 1.0 6.0|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:26 ubuntu dstat.sh[96548]: 18-07 02:22:26|  9   5  60  23   0|1368M  350M  235M 5749M|  30k   15k|   0    18M|   0  1370 |6885    14k|2.89 1.93 1.12|  0 1.0  18|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:27 ubuntu dstat.sh[96548]: 18-07 02:22:27| 11   4  61  24   0|1368M  349M  235M 5750M|  19k 8755 |   0    21M|   0  1525 |6940    14k|2.89 1.93 1.12|  0 1.0 9.0|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:28 ubuntu dstat.sh[96548]: 18-07 02:22:28|  8   3  67  19   0|1367M  349M  235M 5751M|  26k   17k|   0  8203k|   0   813 |6014    11k|2.89 1.93 1.12|  0 1.0 6.0|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:29 ubuntu dstat.sh[96548]: 18-07 02:22:29| 10   3  60  25   0|1367M  348M  235M 5751M|  17k 8387 |   0    19M|   0  1435 |7459    14k|2.90 1.95 1.13|1.0   0 9.0|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:30 ubuntu dstat.sh[96548]: 18-07 02:22:30|  9   4  62  23   0|1368M  346M  235M 5752M|  18k 9629 |   0    20M|   0  1460 |8164    14k|2.90 1.95 1.13|  0 1.0  18|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:31 ubuntu dstat.sh[96548]: 18-07 02:22:31|  8   3  64  23   0|1368M  345M  235M 5753M|  21k   11k|   0  8516k|   0   755 |5892    10k|2.90 1.95 1.13|  0 1.0  33|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:32 ubuntu dstat.sh[96548]: 18-07 02:22:32| 11   4  62  22   0|1368M  344M  235M 5754M|  21k   13k|   0    16M|   0  1303 |7052    13k|2.90 1.95 1.13|2.0 1.0  20|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:33 ubuntu dstat.sh[96548]: 18-07 02:22:33|  9   4  63  22   0|1368M  344M  235M 5754M|  20k   11k|   0    16M|   0  1280 |7302    13k|2.90 1.95 1.13|1.0 1.0  18|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:34 ubuntu dstat.sh[96548]: 18-07 02:22:34|  9   3  64  21   0|1368M  343M  235M 5755M|  17k 9440 |   0    11M|   0   915 |6055    11k|2.99 1.98 1.15|  0 1.0 6.0|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:35 ubuntu dstat.sh[96548]: 18-07 02:22:35| 10   4  64  22   1|1368M  343M  235M 5755M|  14k 6339 |   0    13M|   0  1076 |6243    12k|2.99 1.98 1.15|5.0   0 6.0|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:36 ubuntu dstat.sh[96548]: 18-07 02:22:36| 12   5  62  20   0|1370M  340M  235M 5756M|  21k 9941 |   0    20M|   0  1409 |7926    13k|2.99 1.98 1.15|1.0   0 9.0|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:37 ubuntu dstat.sh[96548]: 18-07 02:22:37| 16   6  59  16   0|1371M  338M  236M 5757M|  29k   21k|   0    12M|   0  1008 |7718    15k|2.99 1.98 1.15|2.0   0  46|   0     0 |   0     0 |  9   40    0   22    0
Jul 18 02:22:38 ubuntu dstat.sh[96548]: 18-07 02:22:38| 13   4  62  20   0|1371M  338M  236M 5757M|  16k 9167 |   0    15M|   0  1194 |7200    12k|2.99 1.98 1.15|1.0   0 9.0|   0     0 |   0     0 |  9   38    0   23    0
Jul 18 02:22:39 ubuntu dstat.sh[96548]: 18-07 02:22:39| 14  13  67   3   0|1259M  450M  236M 5757M|  15k 2112 |   0  4480k|   0   282 |2988  4148 |2.83 1.96 1.15|1.0   0 227|   0     0 |   0     0 |  9   34    0   23    0
Jul 18 02:22:40 ubuntu dstat.sh[96548]: 18-07 02:22:40| 12  20  68   0   1|1255M  454M  236M 5757M|  12k 2106 |   0  1352k|   0  74.0 |2799  3962 |2.83 1.96 1.15|1.0   0 379|   0     0 |   0     0 |  9   34    0   23    0
Jul 18 02:22:41 ubuntu dstat.sh[96548]: 18-07 02:22:41| 27  22  48   1   0|1309M  400M  236M 5757M|  45k   37k|   0  5011k|   0   302 |3794  6086 |2.83 1.96 1.15|3.0   0 419|   0     0 |   0     0 |  9   34    0   29    0
Jul 18 02:22:42 ubuntu dstat.sh[96548]: 18-07 02:22:42| 65  10  24   0   0|1446M  262M  236M 5758M|  18k 1607 |   0   596k|   0  24.0 |1555  1527 |2.83 1.96 1.15|3.0   0 5.0|   0     0 |   0     0 |  9   34    0   29    0
Jul 18 02:22:43 ubuntu dstat.sh[96548]: 18-07 02:22:43| 62  16  23   0   0|1590M  165M  234M 5718M|  12k 2055 |  52k 2291k|1.00  84.1 |1850  2204 |2.83 1.96 1.15|3.0   0  12|   0     0 |   0     0 |  9   34    0   29    0
Jul 18 02:22:44 ubuntu dstat.sh[96548]: 18-07 02:22:44| 33   4  47  15   0|1609M  141M  234M 5722M|  35k   27k| 420k 7240k|15.0   416 |4175  7279 |2.84 1.98 1.16|  0 1.0  24|   0     0 |   0     0 |  9   40    0   29    0
Jul 18 02:22:45 ubuntu dstat.sh[96548]: 18-07 02:22:45| 15   3  52  28   0|1609M  139M  234M 5724M|  15k 7958 |   0    12M|   0   809 |7443    13k|2.84 1.98 1.16|3.0   0  45|   0     0 |   0     0 |  9   40    0   29    0
Jul 18 02:22:46 ubuntu dstat.sh[96548]: 18-07 02:22:46| 11   4  53  29   1|1609M  138M  234M 5726M|  18k 8522 |   0    14M|   0   908 |6897    13k|2.84 1.98 1.16|1.0 1.0  24|   0     0 |   0     0 |  9   40    0   29    0
Jul 18 02:22:47 ubuntu dstat.sh[96548]: 18-07 02:22:47|  9   4  53  30   0|1601M  143M  234M 5728M|  19k 9430 |   0    17M|   0  1152 |7219    12k|2.84 1.98 1.16|8.0   0  24|   0     0 |   0     0 |  9   40    0   29    0
Jul 18 02:22:48 ubuntu dstat.sh[96548]: 18-07 02:22:48| 13   4  55  25   0|1600M  142M  234M 5729M|  24k 9440 |   0    18M|   0  1252 |7774    14k|2.84 1.98 1.16|1.0 2.0  42|   0     0 |   0     0 |  9   40    0   29    0
Jul 18 02:22:49 ubuntu dstat.sh[96548]: 18-07 02:22:49| 12   4  52  30   0|1599M  141M  234M 5731M|  19k 8418 |   0    19M|   0  1299 |8310    15k|2.93 2.02 1.17|4.0 1.0  33|   0     0 |   0     0 |  9   40    0   25    0
Jul 18 02:22:50 ubuntu dstat.sh[96548]: 18-07 02:22:50| 11   5  49  33   0|1600M  139M  234M 5733M|  21k   11k|   0    17M|   0  1217 |7648    14k|2.93 2.02 1.17|2.0 1.0  33|   0     0 |   0     0 |  9   40    0   25    0
Jul 18 02:22:51 ubuntu dstat.sh[96548]: 18-07 02:22:51| 11   3  52  32   1|1599M  138M  234M 5734M|  17k 8214 |   0    16M|   0  1114 |7755    13k|2.93 2.02 1.17|3.0 1.0  30|   0     0 |   0     0 |  9   40    0   21    0
Jul 18 02:22:52 ubuntu dstat.sh[96548]: 18-07 02:22:52| 10   4  52  32   0|1604M  131M  234M 5737M|  18k 9128 |   0    18M|   0  1137 |7374    12k|2.93 2.02 1.17|5.0 1.0  29|   0     0 |   0     0 |  9   40    0   21    0
Jul 18 02:22:53 ubuntu dstat.sh[96548]: 18-07 02:22:53| 11   5  55  28   0|1604M  129M  234M 5738M|  20k 6945 |   0    15M|   0  1053 |7230    12k|2.93 2.02 1.17|2.0 1.0  39|   0     0 |   0     0 |  9   40    0   21    0
Jul 18 02:22:54 ubuntu dstat.sh[96548]: 18-07 02:22:54| 11   4  52  32   0|1604M  128M  234M 5740M|  16k 8040 |   0    15M|   0  1116 |6961    12k|3.02 2.05 1.19|  0 4.0  33|   0     0 |   0     0 |  9   40    0   21    0
Jul 18 02:22:55 ubuntu dstat.sh[96548]: 18-07 02:22:55| 11   4  52  30   1|1604M  126M  234M 5742M|  17k 8030 |   0    15M|   0  1054 |7782    14k|3.02 2.05 1.19|1.0 1.0  42|   0     0 |   0     0 |  9   40    0   21    0
Jul 18 02:22:56 ubuntu dstat.sh[96548]: 18-07 02:22:56| 10   3  54  29   0|1603M  125M  234M 5743M|  29k 9593 |   0    20M|   0  1290 |7305    13k|3.02 2.05 1.19|2.0 1.0  18|   0     0 |   0     0 |  9   40    0   21    0
Jul 18 02:22:57 ubuntu dstat.sh[96548]: 18-07 02:22:57| 12   5  51  31   0|1604M  123M  234M 5745M|  16k 8213 |   0    18M|   0  1287 |7839    15k|3.02 2.05 1.19|1.0 3.0  18|   0     0 |   0     0 |  9   40    0   20    0
Jul 18 02:22:58 ubuntu dstat.sh[96548]: 18-07 02:22:58| 21   4  45  28   0|1604M  121M  234M 5746M|  21k   11k|   0    20M|   0  1332 |7451    14k|3.02 2.05 1.19|1.0 2.0  12|   0     0 |   0     0 |  9   40    0   20    0
Jul 18 02:22:59 ubuntu dstat.sh[96548]: 18-07 02:22:59| 23   7  42  26   0|1519M  204M  235M 5748M|  18k 8425 | 200k   14M|16.0  1020 |7034    13k|3.02 2.06 1.20|3.0 1.0  94|   0     0 |   0     0 |  9   38    0   20    0
Jul 18 02:23:00 ubuntu dstat.sh[96548]: 18-07 02:23:00| 30   7  31  32   0|1553M  169M  235M 5750M|  29k   19k| 104k   18M|6.00  1229 |7736    13k|3.02 2.06 1.20|5.0   0  31|   0     0 |   0     0 |  9   42    0   20    0
Jul 18 02:23:01 ubuntu dstat.sh[96548]: 18-07 02:23:01| 35   6  32  30   0|1596M  124M  235M 5751M|  17k 8641 |  32k   11M|3.00   853 |6519    11k|3.02 2.06 1.20|3.0 2.0  39|   0     0 |   0     0 |  9   42    0   16    0
Jul 18 02:23:02 ubuntu dstat.sh[96548]: 18-07 02:23:02| 30   5  39  23   0|1497M  246M  234M 5731M|  24k   14k| 104k   13M|4.00   957 |6685    12k|3.02 2.06 1.20|4.0 3.0  92|   0     0 |   0     0 |  9   42    0   16    0
Jul 18 02:23:03 ubuntu dstat.sh[96548]: 18-07 02:23:03|  8   5  53  32   0|1496M  245M  234M 5733M|  15k 7812 | 108k   20M|3.00  1358 |8057    14k|3.02 2.06 1.20|  0 1.0  42|   0     0 |   0     0 |  9   42    0   16    0
Jul 18 02:23:04 ubuntu dstat.sh[96548]: 18-07 02:23:04| 10   4  57  28   0|1495M  245M  234M 5735M|  16k 7939 |   0    14M|   0  1060 |7017    12k|3.10 2.10 1.21|2.0   0  36|   0     0 |   0     0 |  9   42    0   16    0
Jul 18 02:23:05 ubuntu dstat.sh[96548]: 18-07 02:23:05|  9   5  56  29   0|1494M  244M  234M 5737M|  18k 9491 |   0    15M|   0  1143 |7233    12k|3.10 2.10 1.21|  0 2.0  12|   0     0 |   0     0 |  9   42    0   16    0
Jul 18 02:23:06 ubuntu dstat.sh[96548]: 18-07 02:23:06| 10   4  57  28   0|1498M  238M  234M 5738M|  17k 8708 |   0    16M|   0  1129 |7012    12k|3.10 2.10 1.21|1.0 1.0  21|   0     0 |   0     0 |  9   42    0   16    0
Jul 18 02:23:07 ubuntu dstat.sh[96548]: 18-07 02:23:07| 10   3  56  27   0|1498M  236M  234M 5740M|  19k 9019 |   0    15M|   0  1101 |7459    12k|3.10 2.10 1.21|  0 2.0  33|   0     0 |   0     0 |  9   42    0   14    0
Jul 18 02:23:08 ubuntu dstat.sh[96548]: 18-07 02:23:08| 20   5  48  26   0|1500M  234M  234M 5740M| 144k  134k|   0    25M|   0  1749 |8695    14k|3.10 2.10 1.21|2.0   0  12|   0     0 |   0     0 |  9   42    0   14    0
Jul 18 02:23:09 ubuntu dstat.sh[96548]: 18-07 02:23:09| 14   3  62  21   0|1501M  230M  234M 5743M|  44k   37k|   0    10M|   0   768 |6042    10k|3.01 2.09 1.22|2.0   0   0|   0     0 |   0     0 |  9   42    0   13    0
Jul 18 02:23:10 ubuntu dstat.sh[96548]: 18-07 02:23:10|  9   4  55  30   0|1503M  226M  234M 5745M|  19k   12k|   0    21M|   0  1333 |7705    13k|3.01 2.09 1.22|  0 3.0 1.0|   0     0 |   0     0 |  9   42    0   13    0
Jul 18 02:23:11 ubuntu dstat.sh[96548]: 18-07 02:23:11|  8   4  61  25   1|1503M  223M  234M 5748M|  19k   11k|   0    17M|   0  1148 |7245    12k|3.01 2.09 1.22|3.0 1.0   0|   0     0 |   0     0 |  9   42    0   12    0
Jul 18 02:23:12 ubuntu dstat.sh[96548]: 18-07 02:23:12| 10   5  59  26   0|1502M  219M  234M 5752M|  28k   12k|   0    21M|   0  1277 |7506    13k|3.01 2.09 1.22|  0 2.0 2.0|   0     0 |   0     0 |  9   42    0   12    0
