-- Logs begin at Thu 2023-07-13 13:07:04 UTC, end at Thu 2023-07-13 14:59:11 UTC. --
Jul 13 14:23:13 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jul 13 14:23:13 ubuntu dstat.sh[82492]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 13 14:23:13 ubuntu dstat.sh[82492]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 13 14:42:01 ubuntu dstat.sh[82492]: 13-07 14:42:01| 27   5  64   2   0|5699M  279M  206M 1682M| 512k  504k|  68k 5561k|1.00   412 |6419    11k|1.00 1.65 1.38|1.0   0   0|   0     0 |   0     0 | 25  415    0  109    1
Jul 13 14:42:02 ubuntu dstat.sh[82492]: 13-07 14:42:02| 25   6  66   1   0|5709M  268M  206M 1683M| 408k  397k|   0  1383k|   0   179 |4727  7903 |1.00 1.65 1.38|  0   0 4.0|   0     0 |   0     0 | 25  414    0  111    1
Jul 13 14:42:03 ubuntu dstat.sh[82492]: 13-07 14:42:03| 13   2  81   1   0|5709M  269M  206M 1683M| 245k  236k|   0  1112k|   0   161 |3871  6372 |1.00 1.65 1.38|  0   0   0|   0     0 |   0     0 | 25  414    0  108    1
Jul 13 14:42:04 ubuntu dstat.sh[82492]: 13-07 14:42:04| 13   3  83   0   1|5702M  275M  206M 1683M| 136k  128k|   0   448k|   0  40.0 |2582  4117 |1.00 1.65 1.38|1.0   0   0|   0     0 |   0     0 | 25  414    0  109    1
Jul 13 14:42:05 ubuntu dstat.sh[82492]: 13-07 14:42:05| 12   2  83   2   0|5702M  275M  206M 1683M| 280k  262k|   0  1649k|   0   180 |3749  6441 |1.00 1.64 1.38|  0   0   0|   0     0 |   0     0 | 25  414    0  104    1
Jul 13 14:42:06 ubuntu dstat.sh[82492]: 13-07 14:42:06| 12   2  83   1   0|5703M  275M  206M 1683M| 233k  224k|  52k 1048k|1.00   107 |3296  5526 |1.00 1.64 1.38|  0   0   0|   0     0 |   0     0 | 25  414    0  104    1
Jul 13 14:42:07 ubuntu dstat.sh[82492]: 13-07 14:42:07| 13   4  80   2   0|5703M  274M  206M 1683M| 317k  307k|   0  1436k|   0   168 |3951  6483 |1.00 1.64 1.38|1.0   0   0|   0     0 |   0     0 | 25  414    0  105    1
Jul 13 14:42:08 ubuntu dstat.sh[82492]: 13-07 14:42:08|  9   2  86   1   0|5703M  274M  206M 1683M| 177k  170k| 104k 1121k|5.01  97.1 |3053  5046 |1.00 1.64 1.38|3.0   0 2.0|   0     0 |   0     0 | 25  416    0  105    1
Jul 13 14:42:09 ubuntu dstat.sh[82492]: 13-07 14:42:09|  7   2  89   0   0|5703M  274M  206M 1683M|  78k   68k|   0   975k|   0   102 |2691  4487 |1.00 1.64 1.38|4.0   0   0|   0     0 |   0     0 | 25  414    0  100    1
Jul 13 14:42:10 ubuntu dstat.sh[82492]: 13-07 14:42:10| 16   3  78   1   1|5703M  273M  206M 1684M| 316k  308k|   0  1413k|   0   169 |3939  6545 |1.08 1.65 1.38|2.0   0   0|   0     0 |   0     0 | 25  414    0  101    1
Jul 13 14:42:11 ubuntu dstat.sh[82492]: 13-07 14:42:11| 13   3  83   1   1|5703M  273M  206M 1684M| 238k  227k|4100B 1133k|1.00   141 |3739  6176 |1.08 1.65 1.38|  0   0   0|   0     0 |   0     0 | 25  414    0  100    1
Jul 13 14:42:12 ubuntu dstat.sh[82492]: 13-07 14:42:12| 13   2  82   2   0|5703M  273M  206M 1684M| 305k  294k|   0  1162k|   0   140 |3385  5563 |1.08 1.65 1.38|  0   0   0|   0     0 |   0     0 | 25  414    0  100    1
Jul 13 14:42:13 ubuntu dstat.sh[82492]: 13-07 14:42:13|  8   2  86   3   0|5703M  273M  206M 1684M| 114k  107k|   0  3932k|   0   257 |3219  5136 |1.08 1.65 1.38|1.0   0   0|   0     0 |   0     0 | 25  415    0   95    1
Jul 13 14:42:14 ubuntu dstat.sh[82492]: 13-07 14:42:14|  9   1  87   0   0|5703M  273M  206M 1684M| 137k  127k| 124k 1040k|1.99   111 |3045  4982 |1.08 1.65 1.38|  0   0   0|   0     0 |   0     0 | 25  414    0   95    1
Jul 13 14:42:15 ubuntu dstat.sh[82492]: 13-07 14:42:15| 15   3  78   2   0|5703M  272M  206M 1684M| 423k  407k|  84k 1212k|7.00   147 |4106  6937 |1.07 1.64 1.38|1.0   0 2.0|   0     0 |   0     0 | 25  414    0   90    1
Jul 13 14:42:16 ubuntu dstat.sh[82492]: 13-07 14:42:16| 11   2  87   1   1|5704M  272M  206M 1684M| 180k  173k|   0   684k|   0  68.0 |2592  4289 |1.07 1.64 1.38|2.0   0   0|   0     0 |   0     0 | 25  413    0   90    1
Jul 13 14:42:17 ubuntu dstat.sh[82492]: 13-07 14:42:17| 14   3  79   3   1|5703M  272M  206M 1685M| 235k  222k|   0  1276k|   0   159 |3982  7203 |1.07 1.64 1.38|  0 1.0   0|   0     0 |   0     0 | 25  414    0   90    1
Jul 13 14:42:18 ubuntu dstat.sh[82492]: 13-07 14:42:18| 32   4  63   2   0|5704M  271M  206M 1685M| 602k  591k|   0  1955k|   0   238 |5824    10k|1.07 1.64 1.38|1.0   0 2.0|   0     0 |   0     0 | 25  415    0   93    1
Jul 13 14:42:19 ubuntu dstat.sh[82492]: 13-07 14:42:19| 29   4  65   2   0|5705M  270M  206M 1685M| 574k  567k|   0  2279k|   0   239 |6167    11k|1.07 1.64 1.38|1.0   0   0|   0     0 |   0     0 | 25  414    0   88    1
Jul 13 14:42:20 ubuntu dstat.sh[82492]: 13-07 14:42:20| 27   5  65   2   0|5705M  269M  206M 1685M| 543k  536k|  16k 1728k|1.00   210 |5565  9830 |1.06 1.63 1.38|3.0   0   0|   0     0 |   0     0 | 25  413    0   90    1
Jul 13 14:42:21 ubuntu dstat.sh[82492]: 13-07 14:42:21| 18   4  77   0   0|5706M  269M  206M 1685M| 254k  246k|   0  1519k|   0   110 |4292  7759 |1.06 1.63 1.38|7.0   0   0|   0     0 |   0     0 | 25  414    0   85    1
Jul 13 14:42:22 ubuntu dstat.sh[82492]: 13-07 14:42:22| 19   3  73   2   0|5706M  268M  206M 1686M| 374k  366k|   0  2387k|   0   280 |4805  8375 |1.06 1.63 1.38|1.0   0   0|   0     0 |   0     0 | 25  413    0   88    1
Jul 13 14:42:23 ubuntu dstat.sh[82492]: 13-07 14:42:23| 14   3  79   3   0|5707M  267M  206M 1686M| 227k  218k|   0  4652k|   0   331 |4220  6743 |1.06 1.63 1.38|2.0   0   0|   0     0 |   0     0 | 25  414    0   81    1
Jul 13 14:42:24 ubuntu dstat.sh[82492]: 13-07 14:42:24| 28   5  64   2   0|5707M  267M  206M 1686M| 487k  481k|  64k 6276k|1.00   433 |5972  9760 |1.06 1.63 1.38|2.0 2.0   0|   0     0 |   0     0 | 25  415    0   82    1
Jul 13 14:42:25 ubuntu dstat.sh[82492]: 13-07 14:42:25| 26   4  60   9   0|5707M  267M  206M 1686M| 491k  484k|   0  9540k|   0  1414 |7663  9386 |1.86 1.78 1.43|2.0   0   0|   0     0 |   0     0 | 25  414    0   83    1
Jul 13 14:42:26 ubuntu dstat.sh[82492]: 13-07 14:42:26| 25   6  66   2   0|5707M  266M  206M 1686M| 503k  495k|   0  1523k|   0   151 |5397  9828 |1.86 1.78 1.43|1.0   0   0|   0     0 |   0     0 | 25  413    0   84    1
Jul 13 14:42:27 ubuntu dstat.sh[82492]: 13-07 14:42:27| 27   4  66   2   0|5709M  263M  206M 1687M| 467k  461k|   0  1390k|   0   144 |4798  8969 |1.86 1.78 1.43|1.0   0   0|   0     0 |   0     0 | 25  416    0   77    1
Jul 13 14:42:28 ubuntu dstat.sh[82492]: 13-07 14:42:28| 32   4  61   2   0|5709M  262M  206M 1688M| 580k  573k|  16k 2348k|1.00   286 |5655  9771 |1.86 1.78 1.43|3.0   0 2.0|   0     0 |   0     0 | 25  414    0   81    1
Jul 13 14:42:29 ubuntu dstat.sh[82492]: 13-07 14:42:29| 31   8  59   2   0|5739M  232M  206M 1688M| 510k  501k|   0  1708k|   0   174 |6104    14k|1.86 1.78 1.43|4.0 1.0  34|   0     0 |   0     0 | 26  415    0   76    1
Jul 13 14:42:30 ubuntu dstat.sh[82492]: 13-07 14:42:30| 25   4  67   2   0|5711M  260M  206M 1688M| 517k  510k|   0  1703k|   0   167 |5681    11k|1.71 1.75 1.42|3.0   0   0|   0     0 |   0     0 | 25  416    0   77    1
Jul 13 14:42:31 ubuntu dstat.sh[82492]: 13-07 14:42:31| 32   5  61   3   0|5711M  259M  207M 1689M| 624k  612k|8203B 2652k|1.00   328 |6347    11k|1.71 1.75 1.42|1.0   0 1.0|   0     0 |   0     0 | 25  414    0   77    1
Jul 13 14:42:32 ubuntu dstat.sh[82492]: 13-07 14:42:32| 29   7  62   2   0|5711M  259M  207M 1689M| 517k  508k|   0  5354k|   0   382 |6432    11k|1.71 1.75 1.42|2.0   0   0|   0     0 |   0     0 | 25  414    0   77    1
Jul 13 14:42:33 ubuntu dstat.sh[82492]: 13-07 14:42:33| 27   4  66   2   1|5712M  258M  207M 1689M| 490k  483k|8199B 1337k|2.00   169 |4980  9090 |1.71 1.75 1.42|1.0   0   0|   0     0 |   0     0 | 25  414    0   71    1
Jul 13 14:42:34 ubuntu dstat.sh[82492]: 13-07 14:42:34| 26   4  66   2   0|5712M  258M  207M 1689M| 388k  381k|   0  1640k|   0   213 |5585    10k|1.71 1.75 1.42|1.0   0   0|   0     0 |   0     0 | 25  416    0   72    1
Jul 13 14:42:35 ubuntu dstat.sh[82492]: 13-07 14:42:35| 28   4  62   3   0|5712M  257M  207M 1689M| 580k  564k|   0  2388k|   0   249 |5383  9557 |2.13 1.84 1.45|2.0   0   0|   0     0 |   0     0 | 25  414    0   74    1
Jul 13 14:42:36 ubuntu dstat.sh[82492]: 13-07 14:42:36| 27   4  66   1   0|5713M  256M  207M 1690M| 539k  533k|   0  1834k|   0   187 |6240    11k|2.13 1.84 1.45|1.0   0   0|   0     0 |   0     0 | 25  414    0   74    1
Jul 13 14:42:37 ubuntu dstat.sh[82492]: 13-07 14:42:37| 25   5  66   2   0|5712M  256M  207M 1690M| 555k  550k|   0  1347k|   0   132 |5590    10k|2.13 1.84 1.45|4.0   0   0|   0     0 |   0     0 | 25  414    0   74    1
Jul 13 14:42:38 ubuntu dstat.sh[82492]: 13-07 14:42:38| 26   4  65   3   0|5713M  255M  207M 1691M| 524k  516k|   0  1960k|   0   234 |5616  9680 |2.13 1.84 1.45|1.0   0 2.0|   0     0 |   0     0 | 25  414    0   72    1
Jul 13 14:42:39 ubuntu dstat.sh[82492]: 13-07 14:42:39| 11   3  85   1   1|5713M  255M  207M 1691M| 197k  188k|   0  1369k|   0   119 |3051  4869 |2.13 1.84 1.45|5.0   0   0|   0     0 |   0     0 | 25  414    0   73    1
Jul 13 14:42:40 ubuntu dstat.sh[82492]: 13-07 14:42:40| 12   3  81   1   0|5714M  254M  207M 1691M|  92k   76k|   0  1431k|   0   132 |3182  5265 |2.04 1.83 1.45|  0   0 1.0|   0     0 |   0     0 | 25  413    0   69    1
Jul 13 14:42:41 ubuntu dstat.sh[82492]: 13-07 14:42:41| 19   4  75   2   0|5714M  254M  207M 1691M| 366k  357k|   0  1612k|   0   177 |4421  7419 |2.04 1.83 1.45|  0   0   0|   0     0 |   0     0 | 25  413    0   70    1
Jul 13 14:42:42 ubuntu dstat.sh[82492]: 13-07 14:42:42| 17   2  76   3   0|5714M  254M  207M 1691M| 374k  367k|  20k 4721k|2.00   400 |4778  8239 |2.04 1.83 1.45|1.0 1.0   0|   0     0 |   0     0 | 25  414    0   65    1
Jul 13 14:42:43 ubuntu dstat.sh[82492]: 13-07 14:42:43| 19   3  74   1   0|5714M  253M  207M 1692M| 344k  323k|   0  1324k|   0   180 |4380  7348 |2.04 1.83 1.45|  0   0   0|   0     0 |   0     0 | 25  413    0   65    1
Jul 13 14:42:44 ubuntu dstat.sh[82492]: 13-07 14:42:44| 19   3  76   2   1|5714M  253M  207M 1692M| 355k  345k|   0  1532k|   0   217 |4345  7691 |2.04 1.83 1.45|2.0   0   0|   0     0 |   0     0 | 25  414    0   62    1
Jul 13 14:42:45 ubuntu dstat.sh[82492]: 13-07 14:42:45| 28   5  64   3   0|5714M  253M  207M 1692M| 523k  516k|   0  2187k|   0   264 |5570    10k|2.20 1.86 1.47|2.0   0   0|   0     0 |   0     0 | 25  414    0   65    1
Jul 13 14:42:46 ubuntu dstat.sh[82492]: 13-07 14:42:46| 29   4  62   3   0|5714M  253M  207M 1692M| 569k  560k|  32k 3031k|1.00   314 |5524  9825 |2.20 1.86 1.47|2.0   0   0|   0     0 |   0     0 | 25  414    0   68    1
Jul 13 14:42:47 ubuntu dstat.sh[82492]: 13-07 14:42:47| 26   4  64   3   0|5714M  252M  207M 1692M| 589k  571k|   0  2451k|   0   236 |6619    12k|2.20 1.86 1.47|1.0   0   0|   0     0 |   0     0 | 25  413    0   68    2
Jul 13 14:42:48 ubuntu dstat.sh[82492]: 13-07 14:42:48| 29   4  66   1   0|5715M  251M  207M 1693M| 556k  534k|   0  1950k|   0   215 |5273  9190 |2.20 1.86 1.47|1.0   0 2.0|   0     0 |   0     0 | 25  414    0   66    1
Jul 13 14:42:49 ubuntu dstat.sh[82492]: 13-07 14:42:49| 11   2  81   3   1|5715M  251M  207M 1693M| 141k  128k|   0  5434k|   0   388 |4169  6479 |2.20 1.86 1.47|1.0   0   0|   0     0 |   0     0 | 25  414    0   66    1
Jul 13 14:42:50 ubuntu dstat.sh[82492]: 13-07 14:42:50| 25   5  66   2   0|5717M  249M  207M 1693M| 456k  443k|  20k 1904k|2.00   201 |4604  7991 |2.26 1.88 1.47|  0   0 1.0|   0     0 |   0     0 | 25  414    0   66    1
Jul 13 14:42:51 ubuntu dstat.sh[82492]: 13-07 14:42:51| 13   3  82   2   0|5717M  249M  207M 1693M| 202k  188k|   0  1030k|   0   121 |3633  5839 |2.26 1.88 1.47|1.0   0   0|   0     0 |   0     0 | 25  414    0   66    1
Jul 13 14:42:52 ubuntu dstat.sh[82492]: 13-07 14:42:52| 30   3  65   1   0|5718M  248M  207M 1693M| 500k  491k|   0  1874k|   0   239 |5183  9831 |2.26 1.88 1.47|2.0   0   0|   0     0 |   0     0 | 25  415    0   68    1
Jul 13 14:42:53 ubuntu dstat.sh[82492]: 13-07 14:42:53| 30   4  63   2   1|5718M  247M  207M 1693M| 579k  570k|   0  2439k|   0   277 |5721    11k|2.26 1.88 1.47|2.0   0   0|   0     0 |   0     0 | 25  414    0   70    1
Jul 13 14:42:54 ubuntu dstat.sh[82492]: 13-07 14:42:54| 26   4  67   1   0|5719M  246M  207M 1694M| 529k  522k|   0  1334k|   0   137 |5117  9718 |2.26 1.88 1.47|4.0   0   0|   0     0 |   0     0 | 25  415    0   70    1
Jul 13 14:42:55 ubuntu dstat.sh[82492]: 13-07 14:42:55| 18   3  75   3   0|5719M  246M  207M 1694M| 291k  281k|   0  7958k|   0   593 |4886  7232 |2.48 1.93 1.49|1.0 1.0   0|   0     0 |   0     0 | 25  413    0   71    1
Jul 13 14:42:56 ubuntu dstat.sh[82492]: 13-07 14:42:56| 16   3  73   6   0|5719M  246M  207M 1694M| 306k  291k|   0  9443k|   0  1374 |6048  6344 |2.48 1.93 1.49|  0   0   0|   0     0 |   0     0 | 25  414    0   68    1
Jul 13 14:42:57 ubuntu dstat.sh[82492]: 13-07 14:42:57| 12   2  83   2   0|5719M  245M  207M 1694M| 195k  186k|   0  1263k|   0  91.2 |2759  4626 |2.48 1.93 1.49|1.0   0   0|   0     0 |   0     0 | 25  414    0   68    1
Jul 13 14:42:58 ubuntu dstat.sh[82492]: 13-07 14:42:58| 11   2  83   1   0|5720M  245M  207M 1694M| 163k  146k|   0  1563k|   0   155 |3368  5658 |2.48 1.93 1.49|  0   0 2.0|   0     0 |   0     0 | 25  413    0   67    1
Jul 13 14:42:59 ubuntu dstat.sh[82492]: 13-07 14:42:59| 28   4  64   2   1|5720M  245M  207M 1694M| 547k  530k|   0  5037k|   0   396 |5937    10k|2.48 1.93 1.49|3.0   0   0|   0     0 |   0     0 | 25  415    0   71    1
Jul 13 14:43:00 ubuntu dstat.sh[82492]: 13-07 14:43:00| 32   4  61   3   0|5719M  244M  207M 1695M| 547k  531k|   0  2036k|   0   246 |5644  9840 |2.52 1.95 1.50|2.0   0   0|   0     0 |   0     0 | 25  415    0   67    1
Jul 13 14:43:01 ubuntu dstat.sh[82492]: 13-07 14:43:01| 27   4  67   1   0|5720M  243M  207M 1695M| 519k  511k|   0  1463k|   0   152 |5455    10k|2.52 1.95 1.50|1.0   0   0|   0     0 |   0     0 | 25  414    0   70    1
Jul 13 14:43:02 ubuntu dstat.sh[82492]: 13-07 14:43:02| 27   6  63   2   0|5759M  204M  207M 1695M| 509k  502k|   0  1406k|   0   172 |4619  8271 |2.52 1.95 1.50|2.0   0 3.0|   0     0 |   0     0 | 25  414    0   67    1
Jul 13 14:43:03 ubuntu dstat.sh[82492]: 13-07 14:43:03| 13   3  82   1   0|5731M  231M  207M 1696M| 174k  164k|   0  1206k|   0   107 |3355  5370 |2.52 1.95 1.50|1.0   0 1.0|   0     0 |   0     0 | 25  414    0   67    1
Jul 13 14:43:04 ubuntu dstat.sh[82492]: 13-07 14:43:04| 17   4  76   1   0|5725M  238M  207M 1695M| 167k  152k|   0  1339k|   0   140 |3781  5890 |2.52 1.95 1.50|  0   0   0|   0     0 |   0     0 | 25  413    0   67    1
Jul 13 14:43:05 ubuntu dstat.sh[82492]: 13-07 14:43:05| 26   4  67   1   0|5725M  237M  207M 1696M| 513k  504k|   0  1826k|   0   193 |4994  9026 |2.40 1.94 1.50|3.0   0   0|   0     0 |   0     0 | 25  415    0   68    1
Jul 13 14:43:06 ubuntu dstat.sh[82492]: 13-07 14:43:06| 29   5  63   2   0|5725M  237M  207M 1696M| 558k  551k|   0  2532k|   0   282 |5868    11k|2.40 1.94 1.50|2.0   0   0|   0     0 |   0     0 | 25  414    0   71    1
Jul 13 14:43:07 ubuntu dstat.sh[82492]: 13-07 14:43:07| 28   4  65   2   0|5726M  236M  207M 1697M| 563k  554k|   0  1837k|   0   171 |5894    11k|2.40 1.94 1.50|2.0   0   0|   0     0 |   0     0 | 25  414    0   72    1
Jul 13 14:43:08 ubuntu dstat.sh[82492]: 13-07 14:43:08| 29   4  65   1   0|5726M  235M  207M 1698M| 502k  493k|   0  1976k|   0   214 |5351  9324 |2.40 1.94 1.50|2.0   0 2.0|   0     0 |   0     0 | 25  415    0   73    1
Jul 13 14:43:09 ubuntu dstat.sh[82492]: 13-07 14:43:09| 25   5  57  12   0|5727M  225M  207M 1705M| 394k  385k|  12k   12M|3.00  1414 |7347    11k|2.40 1.94 1.50|1.0   0 4.0|   0     0 |   0     0 | 25  414    0   77    1
Jul 13 14:43:10 ubuntu dstat.sh[82492]: 13-07 14:43:10| 28   5  66   2   0|5728M  224M  207M 1706M| 542k  534k|   0  1230k|   0   138 |5295    10k|2.29 1.92 1.50|1.0   0   0|   0     0 |   0     0 | 25  414    0   77    1
Jul 13 14:43:11 ubuntu dstat.sh[82492]: 13-07 14:43:11| 28   3  66   1   0|5729M  223M  207M 1706M| 595k  585k|   0  1716k|   0   216 |5589  9977 |2.29 1.92 1.50|2.0   0   0|   0     0 |   0     0 | 25  413    0   81    1
Jul 13 14:43:12 ubuntu dstat.sh[82492]: 13-07 14:43:12|  8   3  86   2   0|5729M  223M  207M 1706M| 145k  128k|4098B 1101k|1.00   125 |3005  4900 |2.29 1.92 1.50|1.0   0   0|   0     0 |   0     0 | 25  414    0   81    1
Jul 13 14:43:13 ubuntu dstat.sh[82492]: 13-07 14:43:13|  8   1  87   1   0|5728M  223M  208M 1706M| 121k  112k|   0  1522k|   0   148 |3106  5069 |2.29 1.92 1.50|  0   0   0|   0     0 |   0     0 | 25  413    0   81    1
Jul 13 14:43:14 ubuntu dstat.sh[82492]: 13-07 14:43:14| 18   3  76   2   0|5728M  223M  208M 1706M| 377k  368k|  76k 1721k|2.00   183 |3975  6908 |2.29 1.92 1.50|  0   0   0|   0     0 |   0     0 | 25  413    0   81    1
Jul 13 14:43:15 ubuntu dstat.sh[82492]: 13-07 14:43:15| 12   3  84   1   0|5728M  223M  208M 1706M| 223k  208k|   0  1188k|   0   116 |3169  5476 |2.11 1.89 1.49|  0   0   0|   0     0 |   0     0 | 25  414    0   81    1
Jul 13 14:43:16 ubuntu dstat.sh[82492]: 13-07 14:43:16| 10   2  83   2   1|5729M  223M  208M 1707M| 199k  189k|   0  1255k|   0   138 |3396  6032 |2.11 1.89 1.49|1.0   0   0|   0     0 |   0     0 | 25  414    0   81    1
Jul 13 14:43:17 ubuntu dstat.sh[82492]: 13-07 14:43:17| 30   5  63   3   0|5729M  222M  208M 1707M| 540k  516k|   0  2571k|   0   320 |5515    10k|2.11 1.89 1.49|2.0   0   0|   0     0 |   0     0 | 25  415    0   83    1
Jul 13 14:43:18 ubuntu dstat.sh[82492]: 13-07 14:43:18| 30   3  63   1   0|5730M  221M  208M 1707M| 549k  541k|   0  2257k|   0   217 |5333    10k|2.11 1.89 1.49|7.0   0 2.0|   0     0 |   0     0 | 25  414    0   82    1
Jul 13 14:43:19 ubuntu dstat.sh[82492]: 13-07 14:43:19| 26   6  64   3   0|5730M  220M  208M 1707M| 513k  502k|   0  4948k|   0   376 |6482    12k|2.11 1.89 1.49|2.0   0   0|   0     0 |   0     0 | 25  414    0   82    1
Jul 13 14:43:20 ubuntu dstat.sh[82492]: 13-07 14:43:20| 31   4  64   2   0|5731M  219M  208M 1707M| 569k  563k|  16k 1502k|1.00   194 |5330  9828 |2.10 1.89 1.49|3.0   0   0|   0     0 |   0     0 | 25  413    0   83    1
Jul 13 14:43:21 ubuntu dstat.sh[82492]: 13-07 14:43:21| 13   3  82   1   0|5731M  219M  208M 1708M| 159k  150k|   0   821k|   0  85.7 |3694  6871 |2.10 1.89 1.49|2.0   0   0|   0     0 |   0     0 | 25  414    0   80    1
Jul 13 14:43:22 ubuntu dstat.sh[82492]: 13-07 14:43:22| 14   2  81   2   0|5731M  219M  208M 1708M| 233k  218k|   0  1271k|   0   148 |3619  6154 |2.10 1.89 1.49|2.0   0   0|   0     0 |   0     0 | 25  413    0   81    1
Jul 13 14:43:23 ubuntu dstat.sh[82492]: 13-07 14:43:23| 22   4  70   2   0|5730M  219M  208M 1708M| 404k  397k|   0  1791k|   0   212 |5345  9584 |2.10 1.89 1.49|1.0   0   0|   0     0 |   0     0 | 25  414    0   77    1
Jul 13 14:43:24 ubuntu dstat.sh[82492]: 13-07 14:43:24| 30   3  62   3   0|5730M  219M  208M 1708M| 562k  554k|   0  2458k|   0   275 |5815  9927 |2.10 1.89 1.49|1.0   0   0|   0     0 |   0     0 | 25  415    0   80    1
Jul 13 14:43:25 ubuntu dstat.sh[82492]: 13-07 14:43:25| 30   4  63   2   0|5730M  218M  208M 1709M| 520k  513k|   0  2823k|   0   301 |5591    10k|2.09 1.89 1.49|2.0   0   0|   0     0 |   0     0 | 25  414    0   82    1
Jul 13 14:43:26 ubuntu dstat.sh[82492]: 13-07 14:43:26| 26   5  66   2   0|5732M  217M  208M 1709M| 554k  545k|   0  3924k|   0   225 |5598    10k|2.09 1.89 1.49|2.0   0   0|   0     0 |   0     0 | 25  414    0   89    1
Jul 13 14:43:27 ubuntu dstat.sh[82492]: 13-07 14:43:27| 21   4  69   3   0|5731M  217M  208M 1709M| 495k  486k|   0  2363k|   0   271 |5022  9361 |2.09 1.89 1.49|  0   0   0|   0     0 |   0     0 | 25  413    0   86    1
Jul 13 14:43:28 ubuntu dstat.sh[82492]: 13-07 14:43:28| 14   2  79   3   0|5732M  216M  208M 1709M| 275k  267k|   0  5540k|   0   420 |4091  7244 |2.09 1.89 1.49|  0   0 2.0|   0     0 |   0     0 | 25  414    0   87    1
Jul 13 14:43:29 ubuntu dstat.sh[82492]: 13-07 14:43:29|  8   2  88   0   0|5732M  216M  208M 1709M| 118k  104k|   0  1064k|   0  76.0 |2489  3896 |2.09 1.89 1.49|2.0   0   0|   0     0 |   0     0 | 25  414    0   84    1
Jul 13 14:43:30 ubuntu dstat.sh[82492]: 13-07 14:43:30| 17   5  75   0   0|5733M  215M  208M 1709M| 220k  205k|   0   996k|   0   121 |3802  9519 |2.08 1.89 1.50|  0   0  34|   0     0 |   0     0 | 25  413    0   85    1
Jul 13 14:43:31 ubuntu dstat.sh[82492]: 13-07 14:43:31| 24   4  69   2   1|5733M  214M  208M 1710M| 478k  471k|   0  1508k|   0   175 |4556  8270 |2.08 1.89 1.50|1.0   0   0|   0     0 |   0     0 | 25  414    0   84    1
Jul 13 14:43:32 ubuntu dstat.sh[82492]: 13-07 14:43:32| 27   6  63   2   0|5733M  214M  208M 1710M| 510k  500k|   0  1802k|   0   218 |5329  9435 |2.08 1.89 1.50|5.0   0   0|   0     0 |   0     0 | 25  415    0   86    1
Jul 13 14:43:33 ubuntu dstat.sh[82492]: 13-07 14:43:33| 31   5  60   2   0|5733M  215M  208M 1710M| 538k  528k|   0  2844k|   0   325 |5906    11k|2.08 1.89 1.50|1.0   0   0|   0     0 |   0     0 | 25  414    0   85    1
Jul 13 14:43:34 ubuntu dstat.sh[82492]: 13-07 14:43:34| 27   4  65   1   0|5733M  214M  208M 1710M| 429k  419k|   0  1601k|   0   150 |5187  9171 |2.08 1.89 1.50|2.0   0   0|   0     0 |   0     0 | 25  414    0   88    1
Jul 13 14:43:35 ubuntu dstat.sh[82492]: 13-07 14:43:35| 27   5  66   1   0|5734M  213M  208M 1710M| 649k  630k|   0  1616k|   0   172 |5319  9412 |2.00 1.88 1.49|2.0 1.0   0|   0     0 |   0     0 | 25  414    0   89    1
Jul 13 14:43:36 ubuntu dstat.sh[82492]: 13-07 14:43:36| 29   4  63   3   0|5734M  213M  208M 1711M| 688k  679k|   0  2691k|   0   334 |6014    11k|2.00 1.88 1.49|1.0   0   0|   0     0 |   0     0 | 25  415    0   94    1
Jul 13 14:43:37 ubuntu dstat.sh[82492]: 13-07 14:43:37| 26   5  66   1   1|5734M  212M  208M 1711M| 549k  543k|   0  2107k|   0   220 |5692    11k|2.00 1.88 1.49|2.0   0   0|   0     0 |   0     0 | 25  414    0   93    1
Jul 13 14:43:38 ubuntu dstat.sh[82492]: 13-07 14:43:38| 28   5  63   2   0|5735M  211M  208M 1711M| 564k  556k|   0  5467k|   0   387 |5653    10k|2.00 1.88 1.49|1.0   0 2.0|   0     0 |   0     0 | 25  414    0   95    1
Jul 13 14:43:39 ubuntu dstat.sh[82492]: 13-07 14:43:39| 29   5  62   2   0|5735M  210M  208M 1711M| 551k  542k|   0  2124k|   0   290 |6096    11k|2.00 1.88 1.49|2.0   0   0|   0     0 |   0     0 | 25  415    0   97    1
Jul 13 14:43:40 ubuntu dstat.sh[82492]: 13-07 14:43:40| 27   5  65   2   0|5735M  210M  208M 1712M| 502k  493k|   0  1675k|   0   179 |5133  9093 |2.00 1.88 1.50|1.0   0   0|   0     0 |   0     0 | 25  414    0   99    1
Jul 13 14:43:41 ubuntu dstat.sh[82492]: 13-07 14:43:41| 27   3  66   1   0|5737M  208M  208M 1712M| 540k  533k|   0  1227k|   0   124 |5160  9977 |2.00 1.88 1.50|4.0   0   0|   0     0 |   0     0 | 25  414    0   97    1
